Uuid,Void/Retire,Concept,Member,Member Type,Sort Weight
8f8e69e4-ac33-4c85-a11c-2191efdeb587,,Medical Supply Items,BD Syringe 5ml with needle 21G,CONCEPT-SET,
0efb37d2-e997-4868-9b73-a5f0764d8808,,Medical Supply Items,Blood Transfusion Set,CONCEPT-SET,
746adcb2-cfd5-4003-aad5-401ca919d2be,,Medical Supply Items,Face Mask Pediatric,CONCEPT-SET,
5f6fe0da-61d5-4e1f-a943-8fccfb2e0421,,Medical Supply Items,Pipette Adjustable 1 100ml,CONCEPT-SET,
17ee95ab-4a26-4610-b263-843c974d97cd,,Medical Supply Items,Absorbent Pad with plastic backing 17x19 inch white green diapers 300piecs VWR international LLC,CONCEPT-SET,
274364c8-15fe-4710-ae8b-83cd76e73d4d,,Medical Supply Items,Auto Disposable Syringe 0.05ml with Needle,CONCEPT-SET,
e7a27fe7-1f50-4961-8420-259ce377e961,,Medical Supply Items,Disposable Insulin Syringe 30G and 8 mm fixed needle,CONCEPT-SET,
abf44d13-84f8-4128-9122-6fddb36ae76e,,Medical Supply Items,Plastic Sheet Drawer 1x1 Meter,CONCEPT-SET,
28411817-be34-4d65-b989-eea124b29afe,,Medical Supply Items,Naso Gastric Tube Pediatric size 5,CONCEPT-SET,
48d4f1da-6d07-426c-aa5a-492c36386015,,Medical Supply Items,Suction Tube Disposable,CONCEPT-SET,
30acec71-b13d-471c-9174-86765519463e,,Medical Supply Items,Suction Catheter transparent with funnel silconized infant size (Sterile) for single use,CONCEPT-SET,
ca66ba6a-2c52-4b7b-9bf7-f3d0c11a19a8,,Medical Supply Items,Soap 200 230gm,CONCEPT-SET,
355b9b83-b41f-4cce-89fa-f27661b769da,,Medical Supply Items,"Steel Wire, Softdia 0.2mm 10m",CONCEPT-SET,
6fa277c7-02ae-422b-9d66-0ede2718bdfd,,Medical Supply Items,"Steel Wire, Softdia 0.3mm 10m,",CONCEPT-SET,
7cacffbd-60ab-4fc9-8d2c-d72a2e71c76d,,Medical Supply Items,VWR Sterile Aerosol Pipete tip 1 1000UL of 576,CONCEPT-SET,
29358463-f43d-4d69-947a-b308bbc184f4,,Medical Supply Items,VWR Sterile Aerosol Pipete tip 1 200UL of 960,CONCEPT-SET,
76441eda-4bf0-41f4-b427-42428ef731fa,,Medical Supply Items,"Sulture nonabs,DEC3,need 3/8 30mm trl/box36",CONCEPT-SET,
a5372d19-8d35-4853-8d47-496407392915,,Medical Supply Items,"Flow Splitters Four way 2 LPM capacity ub 1/8 LPM increments, 90189099",CONCEPT-SET,
88443775-add9-4fbd-829c-1d49bf912d1d,,Medical Supply Items,Nasal Prongs,CONCEPT-SET,
ce9f4905-75c9-463e-83cd-2ed78afa910c,,Medical Supply Items,Nasal Prongs Oxygen Child,CONCEPT-SET,
fd1e07c8-6c34-459f-b50f-acbed1a5ade1,,Medical Supply Items,Vacume Tube 10ml,CONCEPT-SET,
934f0184-6cbb-4bd8-a3e3-3ff8f3306c58,,Medical Supply Items,Vacume Tube 8ml,CONCEPT-SET,
81772cc0-7de1-467d-9d6a-a25541f17330,,Medical Supply Items,"Gauze Swab 10cmx 10cm , 8 plysx10pc/bag sterial",CONCEPT-SET,
a60798dd-2006-4754-9711-6893a5b15111,,Medical Supply Items,BIttke HDPE Square Jug 4L 4Pcs,CONCEPT-SET,
78d5e060-2a3e-4a1a-918d-176fccfc22c4,,Medical Supply Items,Hemocytometer Improved Neubauer,CONCEPT-SET,
a1c2495f-7728-4f8f-8e5f-989b5ff90b24,,Medical Supply Items,Aluminum Foil,CONCEPT-SET,
b36e9fc0-a688-438d-918f-0c9b85aa1067,,Medical Supply Items,"Microtube 1.5ml sterile screw cap with O RING, PP.",CONCEPT-SET,
98696636-e4d2-42ea-93cb-be820fcc8dbc,,Medical Supply Items,Apron Plastics Standard Size,CONCEPT-SET,
14e3f76a-65de-4399-998a-a5508139c59a,,Medical Supply Items,Doppler Foetal Scope KDM 100,CONCEPT-SET,
eba3a66b-9dff-41df-82b0-d8e97f1be50f,,Medical Supply Items,Length Board,CONCEPT-SET,
337ef7fc-5775-40e6-8bc1-59340cc0ac1a,,Medical Supply Items,PIMA Bead Standard,CONCEPT-SET,
efcff55a-09e7-465a-8ba8-d8268bb60b2c,,Medical Supply Items,Pima Analyser,CONCEPT-SET,
3bf82454-af0a-4852-a791-c7d5dc439aaa,,Medical Supply Items,"Urine Catheter Female ,16cm, Stainless steel",CONCEPT-SET,
553a7136-f432-455c-86e7-bc8846ca82f7,,Medical Supply Items,Metal Syring (Recording Glass Syringe),CONCEPT-SET,
ded136f4-4e26-4c1e-b2b2-4e94dfe30695,,Medical Supply Items,Metal Catheter,CONCEPT-SET,
d258a55c-dc2c-4795-84db-3037c1498062,,Medical Supply Items,Dental Needle,CONCEPT-SET,
df6fb626-54a8-4d2b-8c66-7f59a2369bee,,Medical Supply Items,Auto Disposable Syringe 0.5ml blister packed 23G,CONCEPT-SET,
7e330ada-9e0f-4705-8a06-ec4378089b41,,Medical Supply Items,Screw Driver With Screw Holding Sleeve 2.5mm,CONCEPT-SET,
e9afdabb-d9a7-4060-93d0-373b05e006c1,,Medical Supply Items,Cohen Universal Extracting Forceps American Pat.,CONCEPT-SET,
6b4f6c1c-34d2-4d44-89b0-a2c5d3053c50,,Medical Supply Items,Seldin Root Elevator Fig 1L,CONCEPT-SET,
b3893a0f-b26b-4187-a25d-2e68a28b5f9c,,Medical Supply Items,Sanitary Towel with sticker,CONCEPT-SET,
020394b5-8339-45d2-b0dd-0e1787107f73,,Medical Supply Items,Adhesive Sticky Mat 25.5X45 40 Sheet,CONCEPT-SET,
8c0350a9-363d-489a-8e3c-1cf55231187f,,Medical Supply Items,"Disposable Syringe (Sterile) 3 Parts, 50ml Luer fitting with 21G 1 & 1/2 Needle",CONCEPT-SET,
f9391870-631d-41e4-b0f8-a27f6bbfcc4b,,Medical Supply Items,"Disposable Syringe (Sterile) 3 Parts, 10ml Luer fitting with 21G 1& 1/2 Needle",CONCEPT-SET,
0b8d9d7b-cec2-4c40-bc55-c3ac6f2846ce,,Medical Supply Items,Pipette Different Size,CONCEPT-SET,
b656cf27-0b32-4e0d-99be-761411b321c2,,Medical Supply Items,Combitip Plus 28ml,CONCEPT-SET,
c43dd0aa-e762-403e-a7d3-6a0fbefe1761,,Medical Supply Items,Combitip Plus 10ml,CONCEPT-SET,
a7f361c4-b2d6-4419-a695-68891ad8e40e,,Medical Supply Items,Combitip Plus Adapter 28ml,CONCEPT-SET,
94f2dc83-7f47-4044-a39c-524c1e6d1b35,,Medical Supply Items,Gauze Bandage 10cm x 4m,CONCEPT-SET,
74555567-bf90-49d9-81cb-406aaa1b5efc,,Medical Supply Items,Aladin Brass Flue 23E60,CONCEPT-SET,
2ca7dc04-47e3-4f79-abba-20730d0df006,,Medical Supply Items,Centrifuge Tube 5ml,CONCEPT-SET,
5af63f38-1cf0-4a8f-ae77-2f2d84663acb,,Medical Supply Items,Microscope Lamp,CONCEPT-SET,
3a8c2477-1cde-4d6c-b9ac-fd832db2ca39,,Medical Supply Items,Spatula wooden,CONCEPT-SET,
c6a20670-779b-4eee-bacf-50f017435ced,,Medical Supply Items,Infusomat space,CONCEPT-SET,
43fceaeb-f6b5-4503-a948-504e2c62b35e,,Medical Supply Items,Empty kit bag,CONCEPT-SET,
d1289437-980b-496f-921f-9195696170dc,,Medical Supply Items,Tray dressing kidney dish small 20cm,CONCEPT-SET,
8b1f3457-d145-4dd0-9cc7-9431dc483a5f,,Medical Supply Items,Tag For Refrigerator,CONCEPT-SET,
f3dd280a-c092-4773-9702-b5be30e0fb36,,Medical Supply Items,Face Mask,CONCEPT-SET,
0c4a3bff-9c4f-488f-92ed-0f96306b5fa5,,Medical Supply Items,Labsoaker STD 18INX20IN MA,CONCEPT-SET,
ea329c98-e6c7-4932-a601-42bf95222af5,,Medical Supply Items,Filter Paper Qualitative Whatman type grade 1 diameter 90mm,CONCEPT-SET,
7bb9c8e5-442d-4b7d-a1c9-29095dfc67f3,,Medical Supply Items,Eye Goggle plastic,CONCEPT-SET,
2a6cf658-4a57-494e-86c6-745524acfe08,,Medical Supply Items,Starting Device 1/4HP,CONCEPT-SET,
892b5780-4e64-4693-8f2d-c3c789bab5f6,,Medical Supply Items,Starting Device 1/4 Vestfrost MK304,CONCEPT-SET,
7845f228-c2c1-41ed-9ee8-b011bebbcf96,,Medical Supply Items,Starting Device 1/3HP,CONCEPT-SET,
8a1b7434-2928-47aa-bffb-4a94119b7f7f,,Medical Supply Items,Storage Bag For Specimen,CONCEPT-SET,
7eeaabfa-da46-4c7b-b7d1-d35df1b94812,,Medical Supply Items,ESR pipete,CONCEPT-SET,
80ace25f-41c7-46b6-aa96-48fe64ac79ca,,Medical Supply Items,Disposable Syringe 3ml with Needle,CONCEPT-SET,
153a0a98-7f2a-4d1c-b429-26097df6e77b,,Medical Supply Items,Auto Disposable Syringe 0.5ml,CONCEPT-SET,
f5263a7a-b03e-445d-acfa-3db7f99216c7,,Medical Supply Items,Starting Device 117U6015,CONCEPT-SET,
c24c1766-b0d6-47db-b48f-cf89bae0c690,,Medical Supply Items,Fan Jamican KF 1225B1MR R,CONCEPT-SET,
32c0a6a2-6bd8-48e8-a08e-123787002334,,Medical Supply Items,Microscope Slide frosted ended,CONCEPT-SET,
3df0cb3a-df89-403e-ad38-1d1c0dc64155,,Medical Supply Items,PIMA printer paper I,CONCEPT-SET,
0bd23cf5-751b-46b8-af4f-5c71a10d9710,,Medical Supply Items,pill cutter with pill grip,CONCEPT-SET,
9296f3a3-ffbf-47db-94df-c9cda46e5a8f,,Medical Supply Items,Palpation moduel for Leopolds,CONCEPT-SET,
3d5fb4c4-06a5-480a-aaf0-2b8986dd27c1,,Medical Supply Items,Spinal injection simulator,CONCEPT-SET,
9779efb9-89c8-4d7f-a30e-ad7522c5dae1,,Medical Supply Items,"coverall,w/hood,type 4,tight clothing,large(176 182cm)",CONCEPT-SET,
0304c88d-7a90-43e0-9a1b-c6b2d5edc5bb,,Medical Supply Items,"coverall,w/hood,type 4,tight clothing,x large(182 188cm)",CONCEPT-SET,
dfe7d464-99d6-4177-82e5-bd8df85812d5,,Medical Supply Items,"coverall,w/hood,type 4,tight clothing,mediuml(170 176cm)",CONCEPT-SET,
1b5206de-1542-4ac3-b3f5-8b67e6f520d7,,Medical Supply Items,"coverall,w/hood,type 4,tight clothing,small(164 170cm)",CONCEPT-SET,
8ea9d1b5-8512-4756-8a15-01e95b1fc40e,,Medical Supply Items,NTC Thermister Temperature Probes 15m,CONCEPT-SET,
19ba21c2-3bc6-4a6b-8fd3-5d9b1169b960,,Medical Supply Items,Bandage Triangular 96x96x136cm,CONCEPT-SET,
3966331a-4788-4dca-9369-f49a84a293b5,,Medical Supply Items,Glass Volumetric Transfer Pipette Capacity 10ml,CONCEPT-SET,
6dc9c9ae-89fb-4a54-9cd5-fea77c15d356,,Medical Supply Items,"Conical Centrifuge Tubes Sterile,disposable,15ml",CONCEPT-SET,
61f30958-8cd3-4879-bd45-7abcd795c868,,Medical Supply Items,Endotracheal Tube Uncuffed,CONCEPT-SET,
041b1c95-ccc6-420e-8d56-07c9199d5ece,,Medical Supply Items,Slides of Microbiologicaly Prepared of Different Size,CONCEPT-SET,
36f638e2-4279-41cb-be89-5b980a8dedb8,,Medical Supply Items,Specific Gravity Measuring Device Manual,CONCEPT-SET,
37f4a533-efa8-44e4-b968-ba480a9faab0,,Medical Supply Items,Naso Gastric Tube Adult,CONCEPT-SET,
25972f3d-1c7e-4aa8-ab44-3a72d8bffff7,,Medical Supply Items,Naso Gastric Tube Pediatrics,CONCEPT-SET,
af6de8da-d4dc-45a5-a4e1-71e07e673aa2,,Medical Supply Items,Manual sucker,CONCEPT-SET,
7a59f910-1ab9-47e4-9b57-a7f0695ecd8c,,Medical Supply Items,Micropipette tips 100 1000 microliter,CONCEPT-SET,
69f451f9-c841-4b15-8a6a-4f8f9547ee18,,Medical Supply Items,Female Pelvic Examination Training Model,CONCEPT-SET,
27bceebd-060a-46c6-b3ce-0d746ea54027,,Medical Supply Items,Adult Manikin Male,CONCEPT-SET,
5695b617-ac6b-4d67-8f9f-8a4ca15f9115,,Medical Supply Items,Adult Manikin Female,CONCEPT-SET,
ced73631-3a0a-4c9f-bee1-41e964b9394b,,Medical Supply Items,Simulation Model Lumbar Puncture,CONCEPT-SET,
bb4993dd-9457-4c75-b3cd-c0508e02598f,,Medical Supply Items,Membrane box (4 unit) D711 for ABL7XX/8XX,CONCEPT-SET,
44ece1fe-760f-4d72-aaeb-861ec103e59f,,Medical Supply Items,Membrane box (4 Units) D722 K For ABL7XX/8XX,CONCEPT-SET,
786fd7cd-1c28-426e-8f10-fcadd9722a10,,Medical Supply Items,Membrane box (4 Units) D733 Ca For ABL7XX/8xx,CONCEPT-SET,
10c7c7e3-deb9-4763-8e8b-de647c7ff597,,Medical Supply Items,Membrane box (4 unit) D788 PCO2 for ABL7xx/8xx,CONCEPT-SET,
a24644cc-cc6b-49a3-93f1-fa55c3415607,,Medical Supply Items,Membrane box (4 Units) D7077 Lac For ABL7XX/8XX,CONCEPT-SET,
fc0ab7b9-adaa-42b2-8e47-681c9c23756f,,Medical Supply Items,Membrane box (4unit) D799 PO2 for ABL7XX/8XX,CONCEPT-SET,
ce80aa34-1a3e-4376-a2f9-a403eb2fc5d5,,Medical Supply Items,Autocheck 5+ level 2 yellow box of 30 ampoules. for AB7XX/8XX S7745,CONCEPT-SET,
31c1ee50-3c50-40b8-bd57-c12ff9fa5eac,,Medical Supply Items,Autocheck 5+ level 4 Green box of 30 ampoules S7765,CONCEPT-SET,
9f220971-13be-4720-9839-9b551e3ee4f0,,Medical Supply Items,Membrane box (4unit) D744 Cl for ABL7XX/8XX,CONCEPT-SET,
18570d5d-782c-4ee3-bbdb-ab74d515a25b,,Medical Supply Items,Contour Comparator Disc Nitrite 0 0.4mg/l N,CONCEPT-SET,
acc337c8-1309-4295-a6fa-9eed98d5b06c,,Medical Supply Items,Contour Comparator Disc Ammonia 0 0.1mg/l N,CONCEPT-SET,
0ee2eda3-a911-4c9a-85d7-ea4ac31712fc,,Medical Supply Items,Contour Comparator Disc Nitrite 0 15mg/l N,CONCEPT-SET,
fd5d24a7-ef3b-47e2-84ee-1f7627074f65,,Medical Supply Items,Contour Comparator Disc Fluoride 0 1.5mg/l F,CONCEPT-SET,
acd49c35-d780-4592-9cee-64c5e64842e3,,Medical Supply Items,Membrane box (4 unit) D755 Na for ABL7XX/8XX,CONCEPT-SET,
0969d925-dd67-453c-a603-21fe6066a6e9,,Medical Supply Items,Custodiol Bags E6*1000ml,CONCEPT-SET,
3e1a16d6-582b-4a1c-be91-c37a8c22bdc3,,Medical Supply Items,ENDOPATH dextrus seal cap Assembly with Accessorie,CONCEPT-SET,
17df1af9-a4a7-40a0-86a1-e381337e5001,,Medical Supply Items,Pipette 10ml,CONCEPT-SET,
89ce4096-d8a0-48d3-b3c6-a01e3d529d05,,Medical Supply Items,"Umblical catheter,",CONCEPT-SET,
00540062-0a2d-44c2-b5ae-5e955188bfe5,,Medical Supply Items,Endotracheal Tube Adult and pediatric of 100,CONCEPT-SET,
03a9faab-bad4-40de-b125-bf6cf990285d,,Medical Supply Items,"Book,Malnutriton Screen regist.english",CONCEPT-SET,
8644ebbe-d8d9-4181-9dbc-315b330a139c,,Medical Supply Items,"TFP Multi chart,A3",CONCEPT-SET,
daaf387f-0d24-4c30-a4a0-f7383e07d3a9,,Medical Supply Items,Ice Blocks,CONCEPT-SET,
de40dbb0-8cab-432f-8fbe-bb8c0673de16,,Medical Supply Items,Flex cable,CONCEPT-SET,
7ef345ba-2dab-4095-9268-8a5e5efccf0a,,Medical Supply Items,OTP Record card English,CONCEPT-SET,
b5f0bbab-4acf-43e7-9878-6ce524d09ead,,Medical Supply Items,Insertion accessory Kit for Implanon,CONCEPT-SET,
a6e9305c-ddad-4f59-b052-953706803725,,Medical Supply Items,Gauze Surgical 90cmx100m mesh size 19x15,CONCEPT-SET,
f10d146a-29d6-460b-93fa-fa6eb841e99e,,Medical Supply Items,Adult hose,CONCEPT-SET,
187bbf23-02e1-47e9-844c-8f8787467fbb,,Medical Supply Items,Diasaf Plus Filter,CONCEPT-SET,
3bafde4f-cb5b-479f-b271-79f4512af43b,,Medical Supply Items,Starting Device 117U6000,CONCEPT-SET,
8fdc8836-e1a3-4135-a977-23b42a6e38e5,,Medical Supply Items,Starting Device 103N0021 (PTC),CONCEPT-SET,
b63a16f2-ba33-4549-961b-2aafac6a52c2,,Medical Supply Items,Sling For Use 100% cotton,CONCEPT-SET,
5f74d6d9-f949-4233-a82d-af9ceff8aa0f,,Medical Supply Items,Insertion/removal accessories for implanol For 25 insertion/removal procedures,CONCEPT-SET,
e4db0edf-e502-4ec1-ae7e-c90fc2596bc7,,Medical Supply Items,Sterile polyester fiber tipped applicators swabs in paper,CONCEPT-SET,
81740136-68f1-4af5-a7b5-42cb9f1ba9e5,,Medical Supply Items,Compressor MTZ28 JC4A VE/R404a,CONCEPT-SET,
2719c1d6-a885-4818-8b67-c85928286539,,Medical Supply Items,Fan Evaporator HBN 150 (18W),CONCEPT-SET,
8d6a3bfd-cfed-44c5-ada7-1e9b73e58214,,Medical Supply Items,Mid Upper Arm Circumference(MUAC) measuring tape Adult,CONCEPT-SET,
b2a4f3a0-1b21-4ac6-bd53-0381ede95907,,Medical Supply Items,"Weighing trousers for use with spring scales.one size,pack of 5 pieces in carry bag",CONCEPT-SET,
f535fc4d-5758-40c3-9020-90d304630d8f,,Medical Supply Items,Autoclave indicater tape 19mmx50m,CONCEPT-SET,
fb12694a-83a5-4f57-9da1-c283c761a862,,Medical Supply Items,Cat Gut Chromic gauge 3.0 (3/0) 75cm on 25mm 1/2 circle round bodied needle,CONCEPT-SET,
d5fd1a10-5b7f-45ed-b7be-20603a73077f,,Medical Supply Items,Polyglycolic acid absorbable braided violet gauge 0.7 (6/0) 30cm on 12mm 1/2 circle cutting taper needle,CONCEPT-SET,
45a74eba-71fa-4dbd-9be7-c00f27c79e82,,Medical Supply Items,Syringe 1ml,CONCEPT-SET,
396b1ebf-2cce-435d-b541-f78404a6d2c6,,Medical Supply Items,Polyglycolic acid absorbable braided violet gauge 1.5 (4/0) 75cm on 15mm 1/2 circle reverse cutting taper needle,CONCEPT-SET,
fa090f2e-e19c-4dea-af9e-13527d45be5d,,Medical Supply Items,Low Nitrogen Weighing Paper,CONCEPT-SET,
49f90374-89d2-46db-a6b9-18d0b1fc7937,,Medical Supply Items,"Battery 6v 4PVV280 Sealed gel non hazardous C100h=279Ah, C10h=224Ah",CONCEPT-SET,
ee06075d-93d2-4444-9f87-c6124b4b82ed,,Medical Supply Items,Insertion Accessories Kit for Implanol 64 Insertion/removal Procedure,CONCEPT-SET,
c0acd587-24a1-465c-83f2-f9ac654d2005,,Medical Supply Items,Stove Kerosine,CONCEPT-SET,
cb60f653-d945-4e08-ab4a-1d18ede05abb,,Medical Supply Items,"Switch Low Pressure, HBN 150",CONCEPT-SET,
935dab9f-025e-4ea1-9482-3d4dbf9cb386,,Medical Supply Items,Spring Spacer,CONCEPT-SET,
7ef9c395-897e-4bdf-8eba-80212df183bd,,Medical Supply Items,Cannula Intravenous Set 18G,CONCEPT-SET,
b493fe9c-f242-4778-9b62-1f62b2985d96,,Medical Supply Items,Cannula Intravenous Set 22G,CONCEPT-SET,
fb7ba9ff-be4b-4c34-a582-232dd96b3b2c,,Medical Supply Items,"Conical Flask Erlenmeger Borosilicate Glass 3.3, with Printed Graduation 200ml",CONCEPT-SET,
5a9785f5-5b81-4a0f-94f3-32202561b1ad,,Medical Supply Items,Scalp Vein Winged Infusion Set 21G,CONCEPT-SET,
b1c73215-196d-403f-90f4-0159d33da6d0,,Medical Supply Items,Syringe (Disposable) 2ml with needle 21G,CONCEPT-SET,
94d66e96-0170-449c-a40a-c250518f5a76,,Medical Supply Items,Glove Examination Latex Non Powdered large,CONCEPT-SET,
f227888a-a398-45d9-bd8f-9791d3e84ee6,,Medical Supply Items,Glove Heavy Duty Latex (Disposable) large,CONCEPT-SET,
3dad2e7c-171c-4826-acb6-bec568a8687b,,Medical Supply Items,"Conical Flask Erlenmeger Borosilicate Glass 3.3, with Printed Graduation 150ml",CONCEPT-SET,
613f094f-eb58-4a8e-948a-176eae6ec4a1,,Medical Supply Items,Syringe Insulin (Disposable) 1ml on 8mm with Fixed Needle 30G,CONCEPT-SET,
9f68bad5-37e1-4b3a-85e3-6744409e8f1b,,Medical Supply Items,Colostomy Bag Adhesive Regulator Closed 25cmx14cm 30mm Opening,CONCEPT-SET,
e701c1cc-ff82-4ec3-b662-de13343bc988,,Medical Supply Items,Syringe (Disposable) 2ml with Needle 22G,CONCEPT-SET,
98f1a51c-fa97-407a-a5ad-7851c5ea7db3,,Medical Supply Items,Boots 38 Size,CONCEPT-SET,
b680c183-1dfe-4015-aeb4-6467a819b1ed,,Medical Supply Items,Gauze Bandage 5cmx5m,CONCEPT-SET,
635b69ec-02c2-4603-8f07-3145e2c1b193,,Medical Supply Items,Door Curtain PVC TKA 900X2000cm,CONCEPT-SET,
97f3d8ce-e619-485b-916f-37cf92519186,,Medical Supply Items,Polyamide Monofilament Gauge 0.2(10/0) 38cm in 64mm spatula Double Armed Needle,CONCEPT-SET,
275fc132-7a69-431e-bd6b-81ab8c3cc2d7,,Medical Supply Items,Mersilk Braided Black Gauge 2.0(3/0) 75cm on 35mm 1/2 Circle Round Bodied Needle,CONCEPT-SET,
4dbf9f9c-659e-4007-86de-0bf75571b492,,Medical Supply Items,Cat Gut Chromic Gauge 3.0(3/0) 75cm on 20mm 1/2 Circle Round Bodied Needle,CONCEPT-SET,
2948f62e-218a-4cd2-a63a-69a37df46c79,,Medical Supply Items,Polyamide Monofilament Gauge 3.5(2/0) 75cm on 27mm 1/2 circle round bodied Spatula double Armed Needle,CONCEPT-SET,
51cbefdd-e03d-4768-96d6-7ef3d76e1699,,Medical Supply Items,Mersilk Braided Black Gauge 4.0(1) 40cm on 40mm 1/2 Circle Round Bodied Needle,CONCEPT-SET,
7545d783-0145-4927-8353-a4506965d2b2,,Medical Supply Items,Surgical Scalpel Blade No.20,CONCEPT-SET,
ed7bf312-583d-4873-8272-aad130a0fc7e,,Medical Supply Items,Implanon Arm Models + Extra Skin,CONCEPT-SET,
6af6ff8e-7a25-43e1-bb28-e434abe08f96,,Medical Supply Items,"Resuscitation Set used for Neonatal, Pediatric & Adult Providing 02 Inhalation",CONCEPT-SET,
ba6847ba-a055-4d3b-90a4-f583a9ed6095,,Medical Supply Items,Syringe(AD) 0.5ml,CONCEPT-SET,
6f347849-e11e-46e5-8b1d-870f1c6fab12,,Medical Supply Items,Cannula Intravenous Set 24G,CONCEPT-SET,
7c26dd01-d272-455c-b2ab-0d64aefbbb51,,Medical Supply Items,Umbrella Medium,CONCEPT-SET,
826882d2-029c-4ce0-8476-c5bc678e3607,,Medical Supply Items,Syringe(AD) 1ml with Needle 23G,CONCEPT-SET,
0633c87e-ca2c-42e9-af47-133c3e2c935f,,Medical Supply Items,Catheter Foley Silconized Latex Two Ways 30 50ml Balloon 20CH,CONCEPT-SET,
3a9feff8-9fc4-4a60-b06b-8f072ae5f570,,Medical Supply Items,Catheter Foley Silconized Latex Three Ways 30 50ml Balloon 22CH,CONCEPT-SET,
ee572438-0dfa-41b2-b1ee-e3349b4249a3,,Medical Supply Items,Catheter Foley Silconized Latex Two Ways 3 5ml Balloon 8CH,CONCEPT-SET,
87ec9381-5749-49a7-9b63-d6cde6ac46e7,,Medical Supply Items,Endotracheal Tube 4CH,CONCEPT-SET,
74bbe948-c752-426e-9af1-c6b8dac17151,,Medical Supply Items,Catheter Foley Silconized Latex Two Ways 5 15ml Balloon 12CH,CONCEPT-SET,
7bfa25d1-eeda-441e-9d16-df1a5b4338cc,,Medical Supply Items,Catheter Foley Silconized Latex Three Ways 5 15ml Balloon 14CH,CONCEPT-SET,
dca9febb-f2ec-4f97-9563-4a30dbefe3f9,,Medical Supply Items,Endotracheal Tube 7CH,CONCEPT-SET,
c96ad496-a5b1-4de1-968c-4fd84f8d1fcd,,Medical Supply Items,Polyglycolic acid absorbable braided violet Gauge 1.5(4/0) 75cm on 15mm 1/2 circle reverse cutting needle,CONCEPT-SET,
46396b35-faec-4802-8291-4395c60d8555,,Medical Supply Items,Mersilk Braided Black Gauge 2.0(3/0) 75cm on 18mm 1/2 Circle Round Bodied Needle,CONCEPT-SET,
b84b4862-57d2-4af3-8e58-576b9092c1fc,,Medical Supply Items,Mersilk Braided Black Gauge 2.0(3/0) 75cm on 20mm 1/2 Circle Round Bodied Needle,CONCEPT-SET,
a0b87e7d-8241-4c8b-8b36-042640768d2d,,Medical Supply Items,Polyglycolic acid absorbable braided violet Gauge 3.0(2/0) 75cm on 27 mm 3/8 circle reverse cutting Needle,CONCEPT-SET,
df514730-cbe1-49f6-add5-b7add2eb89ee,,Medical Supply Items,Polyglycolic acid absorbable braided violet Gauge 3.0(2/0) 75cm on 27mm 3/8 Circle Reverse Cutting Needle,CONCEPT-SET,
570bc851-fdbe-466f-bb84-bccab1b7f312,,Medical Supply Items,Poly Diaxone Monofilament Violet Gauge 3.5(0) 70cm on 40mm 1/2 circle round bodied taper needle,CONCEPT-SET,
918a3c5b-2dd9-4d74-846d-a672eae5c198,,Medical Supply Items,Polyglycolic acid absorbable braided violet Gauge 4.0(1) 75cm on 45mm 1/2 Circle revers cutting Needle,CONCEPT-SET,
638ae9cd-a57d-427a-8f48-9777b1a7ccb6,,Medical Supply Items,Cat Gut Chromic Gauge 5.0(1) 75cm on 40mm 1/2 Circle Round Bodied Needle,CONCEPT-SET,
eb669177-0a4a-4f4e-8d90-3434a96ae72c,,Medical Supply Items,Plastic Mop,CONCEPT-SET,
0b5790b9-960b-4c57-8119-9b081bff730d,,Medical Supply Items,Prescription Pads (Psychotropic),CONCEPT-SET,
6096594e-a3d7-4e7c-9b30-0a5d170c9752,,Medical Supply Items,True RMS Voltage Sensor/ Transmitter for 3 Phase Line,CONCEPT-SET,
27d4c78b-8f6f-4458-8241-6694c5437a04,,Medical Supply Items,PCB board,CONCEPT-SET,
4bf442d0-5723-40a0-b774-e56df94aaf77,,Medical Supply Items,Syringe(AD) 1ml with needle,CONCEPT-SET,
e83b309c-7f79-40dd-b4fc-66b674915e6e,,Medical Supply Items,"Conical Flask Erlenmeger Borosilicate Glass 3.3, with Printed Graduation 300ml",CONCEPT-SET,
3ac749b3-a1a5-4b5f-aed2-ee44e6364b71,,Medical Supply Items,Towel for New Born 100% Cotton 70x140 cm,CONCEPT-SET,
51a05d7b-8c20-4ad3-a4bb-12bde852a8c1,,Medical Supply Items,Single Channel Plastic Adapter (EV526),CONCEPT-SET,
970d80fd-f474-4324-8079-4b37fbf9e702,,Medical Supply Items,"Dental Needle 21mm, 27G",CONCEPT-SET,
1c5ab32d-5a8c-4ca3-a5d9-e6034fc74690,,Medical Supply Items,Catheter Foley Silconized Latex Two Ways 30 50ml Balloon 14CH,CONCEPT-SET,
f445efaa-d579-4212-af50-5c2a5b45dca4,,Medical Supply Items,Catheter Foley Silconized Latex Three Ways 30 50ml Balloon 16CH,CONCEPT-SET,
921641ad-eed9-4162-b6bc-25c8869c80ab,,Medical Supply Items,Boots for Delivery 37 Size,CONCEPT-SET,
742628d3-0829-4d32-a871-1b9ccef26377,,Medical Supply Items,Syringe (Disposable) 3ml with Needle 21G,CONCEPT-SET,
ddf8c873-5db6-42fa-b491-7ee98c32155c,,Medical Supply Items,Endotracheal Tube 4.5CH,CONCEPT-SET,
60f8047a-b748-4da4-874c-a0b56ff290b9,,Medical Supply Items,Endotracheal Tube 6.5CH,CONCEPT-SET,
